Estimated_Deliveries,Production_Units,CO2_Saved_tons,Charging_Stations,Date,Region_enc,Model_enc,Source_enc,R_Asia,R_Europe,R_Middle East,R_North America,M_Cybertruck,M_Model 3,M_Model S,M_Model X,M_Model Y,S_Estimated (Region),S_Interpolated (Month),S_Official (Quarter),Week_of_year,Is_Q4,Year_progress,Deliveries_lag1,Price_lag1,Deliveries_lag3,Price_lag3,Deliveries_lag6,Price_lag6,Deliveries_roll3_std,Deliveries_roll6_mean,Deliveries_roll6_std,Prod_Delivery_gap,Station_per_Del,log_Price,log_Deliveries
12055,13630,1065.06,10979,2016-09-01,0,0,2,True,False,False,False,True,False,False,False,False,False,False,True,35,0,0.7272727272727273,8832.0,104040.87,7885.0,108849.21,10500.0,92112.83,1357.9920225587994,8290.5,2942.7186579759878,1575,0.9106668878566688,11.548539007020416,9.397317740306331
8282,9488,713.08,5353,2016-10-01,0,0,2,True,False,False,False,True,False,False,False,False,False,False,True,39,1,0.8181818181818182,12055.0,103624.53,10563.0,115847.55,2655.0,81304.18,1612.976234584177,8549.666666666666,3230.6201055937645,1206,0.6462634311239889,11.200886353616927,9.021960500598263
14130,14923,991.93,4711,2016-11-01,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,44,1,0.9090909090909091,8282.0,73194.29,8832.0,104040.87,9308.0,77613.34,2038.2082818004671,9487.5,1564.0903746267336,793,0.3333805109334088,11.029734625424819,9.556126244582746
2907,3031,192.3,7638,2016-12-01,0,0,2,True,False,False,False,True,False,False,False,False,False,False,True,48,1,1.0,14130.0,61680.21,12055.0,103624.53,7885.0,108849.21,2964.80066783587,10291.166666666666,2444.4712652568983,124,2.6265474552957357,11.070173045482468,7.97522083865341
9897,10319,647.26,3651,2017-01-01,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,52,0,0.0,2907.0,64225.62,8282.0,73194.29,10563.0,115847.55,5613.160992999697,9461.5,3859.6216783513896,422,0.368862396443726,10.991527315161115,9.200087995511831
12861,13866,804.46,3203,2017-02-01,0,0,1,True,False,False,False,True,False,False,False,False,False,True,False,5,0,0.09090909090909091,9897.0,59367.99,14130.0,61680.21,8832.0,104040.87,5667.658511237247,9350.5,3831.0789472418865,1005,0.24902814492302908,11.68116474700943,9.462032506694808
11703,13032,603.87,11619,2017-03-01,0,0,1,True,False,False,False,True,False,False,False,False,False,True,False,9,0,0.18181818181818182,12861.0,118320.97,2907.0,64225.62,12055.0,103624.53,5110.895420569668,10022.0,4067.803436745684,1329,0.9927375256322625,11.023828716667804,9.36768594269996
5651,5846,372.12,14602,2017-04-01,0,0,1,True,False,False,False,True,False,False,False,False,False,True,False,13,0,0.2727272727272727,11703.0,61317.0,9897.0,59367.99,8282.0,73194.29,1493.7590167091955,9963.333333333334,4035.025286992222,195,2.5835102618542107,10.821859517142173,8.639764743804419
2895,3028,151.12,7008,2017-05-01,0,0,2,True,False,False,False,True,False,False,False,False,False,False,True,18,0,0.36363636363636365,5651.0,50103.17,12861.0,118320.97,14130.0,61680.21,3871.9454197255086,9524.833333333334,4382.300510766767,133,2.4198895027624308,11.221343798977337,7.971085753505607
7988,8226,527.21,3164,2017-06-01,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,22,0,0.45454545454545453,2895.0,74707.1,11703.0,61317.0,2907.0,64225.62,4505.6095407095945,7652.333333333333,4421.139702233652,238,0.39604456127174864,11.62109712565474,8.985820874482043
12222,12642,837.82,3023,2017-07-01,0,0,1,True,False,False,False,True,False,False,False,False,False,True,False,26,0,0.5454545454545454,7988.0,111422.9,5651.0,50103.17,9897.0,59367.99,2549.3709681671107,8499.166666666666,3768.9283578580616,420,0.24732062505113311,10.972148923762242,9.411074701777263
12395,13414,819.93,10004,2017-08-01,0,0,2,True,False,False,False,True,False,False,False,False,False,False,True,31,0,0.6363636363636364,12222.0,58228.59,2895.0,74707.1,12861.0,118320.97,4670.0880434241635,8886.666666666666,4050.4004081901167,1019,0.8070345272668603,10.908767254672679,9.42512911890764
12488,13915,1329.97,10434,2017-09-01,0,0,2,True,False,False,False,True,False,False,False,False,False,False,True,35,0,0.7272727272727273,12395.0,54652.43,7988.0,111422.9,11703.0,61317.0,2495.941171849479,8809.0,3962.4639304352036,1427,0.8354552005765074,10.872876488967055,9.432603535863086
9752,10159,495.89,6592,2017-10-01,0,0,2,True,False,False,False,True,False,False,False,False,False,False,True,39,1,0.8181818181818182,12488.0,52725.66,12222.0,58228.59,5651.0,50103.17,134.99012309559058,8939.833333333334,4088.097426268932,407,0.6758945965343996,11.570076012112567,9.185330208972015
7450,7962,743.14,8833,2017-11-01,0,0,1,True,False,False,False,True,False,False,False,False,False,True,False,44,1,0.9090909090909091,9752.0,105880.52,12395.0,54652.43,2895.0,74707.1,1553.4796426088192,9623.333333333334,3757.734938319448,512,1.1854784592672125,11.219712927651193,8.916103530553727
9252,10170,488.51,9934,2017-12-01,0,0,1,True,False,False,False,True,False,False,False,False,False,True,False,48,1,1.0,7450.0,74585.36,12488.0,52725.66,7988.0,111422.9,2522.113663840975,10382.5,2306.4155523235613,918,1.0735977520804063,11.538431405256526,9.13270310224903
10761,11619,758.65,7892,2018-01-01,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,1,0,0.0,9252.0,102582.4,9752.0,105880.52,12222.0,58228.59,1210.812950046375,10593.166666666666,2091.692177799273,858,0.733320944062442,10.86450553946436,9.283776690049365
8796,9795,599.01,7717,2018-02-01,0,0,2,True,False,False,False,True,False,False,False,False,False,False,True,5,0,0.09090909090909091,10761.0,52286.13,7450.0,74585.36,12395.0,54652.43,1657.6592935019373,10349.666666666666,1943.975171309208,999,0.877230874161646,11.633890366451595,9.082166033252674
8510,9702,565.49,9674,2018-03-01,0,0,2,True,False,False,False,True,False,False,False,False,False,False,True,9,0,0.18181818181818182,8796.0,112857.53,9252.0,102582.4,12488.0,52725.66,1028.4488319795075,9749.833333333334,1730.1380773414196,1192,1.136646692515568,11.495139630579345,9.049114723476961
6334,6575,548.21,13213,2018-04-01,0,0,1,True,False,False,False,True,False,False,False,False,False,True,False,13,0,0.2727272727272727,8510.0,98236.14,10761.0,52286.13,9752.0,105880.52,1225.426592388685,9086.833333333334,1128.6367735753881,241,2.085714285714286,10.837693248838484,8.75384509275524
5386,5479,276.3,7647,2018-05-01,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,18,0,0.36363636363636365,6334.0,50902.82,8796.0,112857.53,7450.0,74585.36,1346.4902524712165,8517.166666666666,1520.3702728831095,93,1.4195284945238538,11.624736481342984,8.591743922680534
8089,8151,522.95,8799,2018-06-01,0,0,1,True,False,False,False,True,False,False,False,False,False,True,False,22,0,0.45454545454545453,5386.0,111829.15,8510.0,98236.14,9252.0,102582.4,1601.7207413695203,8173.166666666667,1975.4985615450748,62,1.0876390605686033,11.262494731830015,8.998384010052538
9208,9785,479.28,9907,2018-07-01,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,26,0,0.5454545454545454,8089.0,77845.54,6334.0,50902.82,10761.0,52286.13,1371.4310044621245,7979.333333333333,1904.2451172752574,577,1.075795417526333,11.225880389592726,9.127936545721367
6880,7303,740.98,10747,2018-08-01,0,0,1,True,False,False,False,True,False,False,False,False,False,True,False,31,0,0.6363636363636364,9208.0,75046.79,5386.0,111829.15,8796.0,112857.53,1964.945037399265,7720.5,1516.6233217249398,423,1.5618369423048974,11.07719680033955,8.83651926920248
14260,14838,765.76,6579,2018-09-01,0,0,2,True,False,False,False,True,False,False,False,False,False,False,True,35,0,0.7272727272727273,6880.0,64678.32,8089.0,77845.54,8510.0,98236.14,1164.2899123500138,7401.166666666667,1444.8964553443461,578,0.46132809760886334,11.118644035739669,9.565283817736766
1697,1724,84.26,6571,2018-10-01,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,40,1,0.8181818181818182,14260.0,67415.43,9208.0,75046.79,6334.0,50902.82,3772.8567425758447,8359.5,3185.664624532845,27,3.869846878680801,11.66769766589894,7.437206366871292
4416,4672,221.24,6575,2018-11-01,0,0,2,True,False,False,False,True,False,False,False,False,False,False,True,44,1,0.9090909090909091,1697.0,116738.2,6880.0,64678.32,5386.0,111829.15,6313.436174804758,7586.666666666667,4181.98334127082,256,1.4885669006112747,10.926687480243665,8.393216011596527
14998,15151,1248.58,6934,2018-12-01,0,0,1,True,False,False,False,True,False,False,False,False,False,True,False,48,1,1.0,4416.0,55640.66,14260.0,67415.43,8089.0,77845.54,6609.667994687781,7425.0,4301.12310914254,153,0.46229748649909996,11.633538359463122,9.61573881119536
7929,8463,563.75,6989,2019-01-01,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,1,0,0.0,14998.0,112817.81,1697.0,116738.2,9208.0,75046.79,7027.188698192186,8576.5,5318.872427498143,534,0.8813366960907945,11.41237469724132,8.978408314628894
9198,10505,467.72,12074,2019-02-01,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,5,0,0.09090909090909091,7929.0,90432.92,4416.0,55640.66,6880.0,64678.32,5389.660688144788,8363.333333333334,5314.12915411986,1307,1.3125339710838135,11.086977304128991,9.126850061477157
2030,2114,138.85,9957,2019-03-01,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,9,0,0.18181818181818182,9198.0,65314.02,14998.0,112817.81,14260.0,67415.43,3768.7558070712616,8749.666666666666,5268.789487791922,84,4.902511078286558,11.670971661695203,7.616283561580385
1912,1967,140.53,7933,2019-04-01,0,0,1,True,False,False,False,True,False,False,False,False,False,True,False,14,0,0.2727272727272727,2030.0,117121.03,7929.0,90432.92,1697.0,116738.2,3825.109715202078,6711.333333333333,5072.712160833359,55,4.146889702038683,11.179741994424448,7.556427969440253
7613,8216,398.54,3977,2019-05-01,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,18,0,0.36363636363636365,1912.0,71662.87,9198.0,65314.02,4416.0,55640.66,4172.92750955489,6747.166666666667,5030.7931945834,603,0.5223272918308379,10.866802700086811,8.937743936942443
2252,2436,148.63,9989,2019-06-01,0,0,2,True,False,False,False,True,False,False,False,False,False,False,True,22,0,0.45454545454545453,7613.0,52406.38,2030.0,117121.03,14998.0,112817.81,3257.9444951277646,7280.0,4902.168132571544,184,4.43364403018198,10.940148725400205,7.720017940432244
11985,13202,625.62,6193,2019-07-01,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,27,0,0.5454545454545454,2252.0,56394.73,1912.0,71662.87,7929.0,90432.92,3197.8462022638464,5155.666666666667,3429.0747828921194,1217,0.5166861338227933,11.490556944584126,9.391494581018131
8619,8892,548.17,9072,2019-08-01,0,0,2,True,False,False,False,True,False,False,False,False,False,False,True,31,0,0.6363636363636364,11985.0,97786.98,7613.0,52406.38,9198.0,65314.02,4874.8674170005215,5831.666666666667,4358.883557364963,273,1.0524361948955916,11.52804538076057,9.061840363657739
9669,10159,693.27,12905,2019-09-01,0,0,2,True,False,False,False,True,False,False,False,False,False,False,True,35,0,0.7272727272727273,8619.0,101522.48,2252.0,56394.73,2030.0,117121.03,4943.007417891798,5735.166666666667,4275.055153640317,490,1.3345398138572906,10.829677722879348,9.17678358844734
12582,13593,1117.28,8915,2019-10-01,0,0,1,True,False,False,False,True,False,False,False,False,False,True,False,40,1,0.8181818181818182,9669.0,50496.43,11985.0,97786.98,1912.0,71662.87,1722.2229820786945,7008.333333333333,4084.1534577763664,1011,0.7084955892871334,11.259249636491477,9.440101975591968
13482,13757,845.32,6614,2019-11-01,0,0,2,True,False,False,False,True,False,False,False,False,False,False,True,44,1,0.9090909090909091,12582.0,77593.33,8619.0,101522.48,7613.0,52406.38,2053.186060735859,8786.666666666666,3728.803489950451,275,0.49054364755618185,11.594749846059115,9.509184911634074
10012,11485,848.52,10658,2019-12-01,0,0,1,True,False,False,False,True,False,False,False,False,False,True,False,48,1,1.0,13482.0,108525.52,9669.0,50496.43,2252.0,56394.73,1993.0938261908423,9764.833333333334,4109.688037633352,1473,1.0644162588634776,10.947597367818094,9.211639527707803
15152,16661,813.66,13946,2020-01-01,0,0,1,True,False,False,False,True,False,False,False,False,False,True,False,1,0,0.0,10012.0,56816.37,12582.0,77593.33,11985.0,97786.98,1800.7313329126548,11058.166666666666,1898.9385894932655,1509,0.9203458061110011,11.207578279110882,9.625953811136162
5880,6345,612.99,8789,2020-02-01,0,0,2,True,False,False,False,True,False,False,False,False,False,False,True,5,0,0.09090909090909091,15152.0,73685.75,13482.0,108525.52,8619.0,101522.48,2622.003051104262,11586.0,2540.025275464795,465,1.4944737289576602,10.983292418527618,8.679482094459956
8524,9379,600.94,3589,2020-03-01,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,9,0,0.18181818181818182,5880.0,58881.1,10012.0,56816.37,9669.0,50496.43,4645.123033892648,11129.5,3309.490459270128,855,0.4209970674486804,11.273681240663622,9.050758302151717
4118,4453,363.83,5613,2020-04-01,0,0,2,True,False,False,False,True,False,False,False,False,False,False,True,14,0,0.2727272727272727,8524.0,78721.26,15152.0,73685.75,12582.0,77593.33,4776.524259333353,10938.666666666666,3440.950488842679,335,1.3627093954843408,10.916769595775289,8.323365694436081
3471,3714,186.39,6754,2020-05-01,0,0,1,True,False,False,False,True,False,False,False,False,False,True,False,18,0,0.36363636363636365,4118.0,55091.54,5880.0,58881.1,13482.0,108525.52,2217.6645373004494,9528.0,4268.06204266058,243,1.9452764976958525,11.156130085207964,8.15248607578024
6915,7153,571.52,10720,2020-06-01,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,23,0,0.45454545454545453,3471.0,69990.57,8524.0,78721.26,10012.0,56816.37,2749.674344354257,7859.5,4368.788104268735,238,1.5500289184499711,11.066185290970473,8.84159284680318
12018,12650,1038.36,3002,2020-07-01,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,27,0,0.5454545454545454,6915.0,63970.01,4118.0,55091.54,15152.0,73685.75,1830.4350120485958,7343.333333333333,4244.803960922893,632,0.24977119560695565,11.24344657144413,9.39424400995279
9144,10132,640.54,5295,2020-08-01,0,0,2,True,False,False,False,True,False,False,False,False,False,False,True,31,0,0.6363636363636364,12018.0,76376.74,3471.0,69990.57,5880.0,58881.1,4300.251039183646,6821.0,3141.0840167050624,988,0.5790049207217058,11.646415169225802,9.120962560824966
4927,5124,411.65,10339,2020-09-01,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,36,0,0.7272727272727273,9144.0,114279.95,6915.0,63970.01,8524.0,78721.26,2558.2847769550667,7365.0,3226.9885652106063,197,2.0980113636363638,11.357895365233277,8.502688505213357
10428,11120,721.1,9385,2020-10-01,0,0,1,True,False,False,False,True,False,False,False,False,False,True,False,40,1,0.8181818181818182,4927.0,85637.94,12018.0,76376.74,4118.0,55091.54,3566.6334733657955,6765.5,3301.8612175559424,692,0.8998945248825391,11.665003770340729,9.252345666121213
12449,13177,877.65,7412,2020-11-01,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,44,1,0.9090909090909091,10428.0,116424.14,9144.0,114279.95,3471.0,69990.57,2877.8680187481414,7817.166666666667,3294.8466074563585,728,0.5953413654618473,11.27853439682079,9.429475901892854
14908,16217,974.98,6113,2020-12-01,0,0,1,True,False,False,False,True,False,False,False,False,False,True,False,49,1,1.0,12449.0,79104.24,4927.0,85637.94,6915.0,63970.01,3892.8551218867665,9313.5,2946.547318472929,1309,0.41002079280971226,11.388881835127505,9.6097203364284
19968,20943,1048.32,3526,2021-01-01,0,0,1,True,False,False,False,True,False,False,False,False,False,True,False,53,0,0.0,14908.0,88333.13,10428.0,116424.14,12018.0,76376.74,2243.5656888087915,10645.666666666666,3414.9180175615743,975,0.17657368921828834,11.685641115756635,9.90193635004339
7648,8340,403.81,6614,2021-02-01,0,0,1,True,False,False,False,True,False,False,False,False,False,True,False,5,0,0.09090909090909091,19968.0,118851.81,12449.0,79104.24,9144.0,114279.95,3833.745818387038,11970.666666666666,5153.584681235641,692,0.8646881945352334,11.02640571235311,8.942330199321866
9755,10955,709.68,8928,2021-03-01,0,0,1,True,False,False,False,True,False,False,False,False,False,True,False,9,0,0.18181818181818182,7648.0,61475.22,14908.0,88333.13,4927.0,85637.94,6192.651559173454,11721.333333333334,5350.132247586658,1200,0.915129151291513,11.440557654779123,9.18563775933581
9368,10703,978.02,3685,2021-04-01,0,0,2,True,False,False,False,True,False,False,False,False,False,False,True,13,0,0.2727272727272727,9755.0,93017.87,19968.0,118851.81,10428.0,116424.14,6589.476686353784,12526.0,4403.138562434755,1335,0.39331839043654604,10.904659544310514,9.145161645951188
8270,8687,712.05,9621,2021-05-01,0,0,1,True,False,False,False,True,False,False,False,False,False,True,False,17,0,0.36363636363636365,9368.0,54428.39,7648.0,61475.22,12449.0,79104.24,1121.5776091440703,12349.333333333334,4523.7647890519975,417,1.163220892274211,11.103676406744222,9.020510699691906
4618,5183,477.27,6581,2021-06-01,0,0,2,True,False,False,False,True,False,False,False,False,False,False,True,22,0,0.45454545454545453,8270.0,66413.88,9755.0,93017.87,14908.0,88333.13,770.3460261466905,11652.833333333334,4817.522035929537,565,1.424767265641914,11.572893400627262,8.437933510430605
813,861,56.58,14712,2021-07-01,0,0,2,True,False,False,False,True,False,False,False,False,False,False,True,26,0,0.5454545454545454,4618.0,106179.25,9368.0,54428.39,19968.0,118851.81,2486.8054474231203,9937.833333333334,5240.000244910938,48,18.073710073710075,10.856154185689926,6.70196036600254
4842,5323,244.76,8898,2021-08-01,0,0,2,True,False,False,False,True,False,False,False,False,False,False,True,30,0,0.6363636363636364,813.0,51851.28,8270.0,66413.88,7648.0,61475.22,3728.761590662499,6745.333333333333,3429.1111190316806,481,1.8372909353706381,11.605310552679065,8.48528964240323
13744,13932,692.7,5174,2021-09-01,0,0,2,True,False,False,False,True,False,False,False,False,False,False,True,35,0,0.7272727272727273,4842.0,109677.71,4618.0,106179.25,9755.0,93017.87,2264.252709688839,6277.666666666667,3472.4519675103797,188,0.3764277919243361,11.361780546645818,9.528430400599346
18256,20576,1560.89,13886,2021-10-01,0,0,2,True,False,False,False,True,False,False,False,False,False,False,True,39,1,0.8181818181818182,13744.0,85971.31,813.0,51851.28,9368.0,54428.39,6616.761619805665,6942.5,4500.930559339928,2320,0.7605849811031385,10.833064234015328,9.81230384711351
19764,22618,1019.82,9880,2021-11-01,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,44,1,0.9090909090909091,18256.0,50667.73,4842.0,109677.71,8270.0,66413.88,6825.676327905781,8423.833333333334,6484.412399490543,2854,0.49987351378699724,11.421511246044897,9.891667975730785
10989,12120,1127.47,12214,2021-12-01,0,0,1,True,False,False,False,True,False,False,False,False,False,True,False,48,1,1.0,19764.0,91262.96,13744.0,85971.31,4618.0,106179.25,3132.4273867614907,10339.5,7959.837479496678,1131,1.1113739763421293,11.598148301808381,9.304741047397666
13491,15256,671.85,8794,2022-01-01,0,0,1,True,False,False,False,True,False,False,False,False,False,True,False,52,0,0.0,10989.0,108894.97,18256.0,50667.73,813.0,51851.28,4691.9075367416835,11401.333333333334,7452.736562274738,1765,0.6517936554995553,11.083615002746843,9.50985219618154
6490,6571,328.07,3890,2022-02-01,0,0,1,True,False,False,False,True,False,False,False,False,False,True,False,5,0,0.09090909090909091,13491.0,65094.78,19764.0,91262.96,4842.0,109677.71,4520.5301680223365,13514.333333333334,5351.293326539545,81,0.5992913264520104,10.890429646507728,8.778171881033469
1738,1822,123.83,14831,2022-03-01,0,0,2,True,False,False,False,True,False,False,False,False,False,False,True,9,0,0.18181818181818182,6490.0,53659.35,10989.0,108894.97,13744.0,85971.31,3547.6519464757703,13789.0,4834.479165328981,84,8.528464634847614,11.330166012313875,7.461065514354283
10731,11587,956.13,14128,2022-04-01,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,13,0,0.2727272727272727,1738.0,83295.85,13491.0,65094.78,18256.0,50667.73,5912.254420551713,11788.0,6900.16686754748,856,1.3164368244502422,11.136738974224423,9.280985211545515
11224,12261,771.09,14307,2022-05-01,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,17,0,0.36363636363636365,10731.0,68646.43,6490.0,53659.35,19764.0,91262.96,4498.919018312428,10533.833333333334,6130.352923500138,1037,1.27456570155902,11.289928902852576,9.325898712610455
2877,3286,145.86,13130,2022-06-01,0,0,1,True,False,False,False,True,False,False,False,False,False,True,False,22,0,0.45454545454545453,11224.0,80010.76,1738.0,83295.85,10989.0,108894.97,5340.120067314337,9110.5,4266.8775820264655,409,4.56219596942321,11.556023363654717,7.964850887447313
10705,10825,953.82,4133,2022-07-01,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,26,0,0.5454545454545454,2877.0,104403.01,10731.0,68646.43,13491.0,65094.78,4683.317449557875,7758.5,4803.98912363465,120,0.38604520829441435,11.317505902588685,9.278559610953327
13977,14076,876.36,11344,2022-08-01,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,31,0,0.6363636363636364,10705.0,82247.95,11224.0,80010.76,6490.0,53659.35,4676.525669055317,7294.166666666667,4240.712931414561,99,0.8115610244670196,11.251351977755974,9.545239944037075
9064,9252,779.05,12395,2022-09-01,0,0,2,True,False,False,False,True,False,False,False,False,False,False,True,35,0,0.7272727272727273,13977.0,76982.93,2877.0,104403.01,1738.0,83295.85,5703.705929773492,8542.0,4991.778841254891,188,1.3673469387755102,11.536371740229185,9.112176123188952
8838,9805,942.57,14899,2022-10-01,0,0,2,True,False,False,False,True,False,False,False,False,False,False,True,39,1,0.8181818181818182,9064.0,102371.33,10705.0,82247.95,10731.0,68646.43,2501.2141718240223,9763.0,3731.549329702077,967,1.6855979183165517,11.57845174811025,9.086929027060949
5997,6294,387.71,8281,2022-11-01,0,0,2,True,False,False,False,True,False,False,False,False,False,False,True,44,1,0.9090909090909091,8838.0,106771.08,13977.0,76982.93,11224.0,80010.76,2903.9618340008055,9447.5,3713.318233063256,297,1.3806268756252085,11.14021869531846,8.699181359308954
9301,10561,658.51,8725,2022-12-01,0,0,1,True,False,False,False,True,False,False,False,False,False,True,False,48,1,1.0,5997.0,68885.72,9064.0,102371.33,2877.0,104403.01,1709.2320887852773,8576.333333333334,3824.658712443071,1260,0.9379703289615137,11.273275682272013,9.137984709784043
7068,8023,501.47,10393,2023-01-01,0,0,1,True,False,False,False,True,False,False,False,False,False,True,False,52,0,0.0,9301.0,78689.34,8838.0,106771.08,10705.0,82247.95,1788.950623503422,9647.0,2619.345338056825,955,1.470222096477578,11.593354190437001,8.863474306170954
14614,16080,776.0,3503,2023-02-01,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,5,0,0.09090909090909091,7068.0,108374.16,5997.0,68885.72,13977.0,76982.93,1685.711817996562,9040.833333333334,2743.4321144629566,1466,0.2396852548751283,11.66103861266775,9.589803677545346
8116,8848,518.61,13853,2023-03-01,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,9,0,0.18181818181818182,14614.0,115963.41,9301.0,78689.34,9064.0,102371.33,3876.346518738142,9147.0,2975.194649094412,732,1.706665024023654,11.434349572663518,9.001715906761175
